transaction_id,customer_id,payment_provider,transaction_date,settlement_date,amount,currency,transaction_type,regulatory_classification,bank_amount,bank_settlement_date,ledger_amount,posting_date,bank_record_count,eur_rate,amount_eur,bank_difference,ledger_difference,settlement_days,anomaly_score,is_anomaly,reconciliation_status
TX-100412,C-1112,P-02,2026-07-21,2026-07-22,846.45,EUR,Transfer,EMIR,846.45,2026-07-22,846.45,2026-07-22,1,1.0,846.45,0.0,0.0,1.0,54.0,False,Matched
TX-100413,C-1029,P-01,2026-07-04,2026-07-05,690.15,EUR,Card payment,PSD2,690.15,2026-07-05,690.15,2026-07-05,1,1.0,690.15,0.0,0.0,1.0,51.7,False,Matched
TX-100414,C-1068,P-01,2026-07-20,2026-07-21,91.55,EUR,Transfer,PSD2,91.55,2026-07-21,91.55,2026-07-21,1,1.0,91.55,0.0,0.0,1.0,50.1,False,Matched
TX-100415,C-1083,P-01,2026-07-15,2026-07-16,141.07,EUR,Card payment,EMIR,141.07,2026-07-16,141.07,2026-07-16,1,1.0,141.07,0.0,0.0,1.0,44.0,False,Matched
TX-100416,C-1116,P-01,2026-07-08,2026-07-09,80.27,EUR,Refund,Operational,80.27,2026-07-09,80.27,2026-07-09,1,1.0,80.27,0.0,0.0,1.0,51.2,False,Matched
TX-100417,C-1031,P-02,2026-07-10,2026-07-11,193.36,EUR,Transfer,EMIR,193.36,2026-07-11,193.36,2026-07-11,1,1.0,193.36,0.0,0.0,1.0,43.4,False,Matched
TX-100418,C-1065,P-01,2026-07-14,2026-07-15,767.45,EUR,Card payment,Consumer,767.45,2026-07-15,767.45,2026-07-15,1,1.0,767.45,0.0,0.0,1.0,53.3,False,Matched
TX-100419,C-1019,P-01,2026-07-21,2026-07-23,128.57,USD,Refund,PSD2,128.57,2026-07-23,128.57,2026-07-23,1,0.92,118.28,0.0,0.0,2.0,45.0,False,Matched
TX-100420,C-1004,P-02,2026-07-23,2026-07-25,100.74,GBP,Transfer,Operational,100.74,2026-07-25,100.74,2026-07-25,1,1.18,118.87,0.0,0.0,2.0,47.0,False,Matched
TX-100421,C-1120,P-01,2026-07-17,2026-07-19,303.21,EUR,Card payment,Operational,303.21,2026-07-19,303.21,2026-07-19,1,1.0,303.21,0.0,0.0,2.0,43.1,False,Matched
TX-100422,C-1033,P-03,2026-07-22,2026-07-24,389.25,EUR,Card payment,Operational,389.25,2026-07-24,389.25,2026-07-24,1,1.0,389.25,0.0,0.0,2.0,46.2,False,Matched
TX-100423,C-1102,P-03,2026-07-22,2026-07-24,147.92,EUR,Card payment,Operational,147.92,2026-07-24,147.92,2026-07-24,1,1.0,147.92,0.0,0.0,2.0,47.1,False,Matched
TX-100424,C-1040,P-03,2026-07-12,2026-07-14,197.13,GBP,Refund,Consumer,197.13,2026-07-14,197.13,2026-07-14,1,1.18,232.61,0.0,0.0,2.0,45.8,False,Matched
TX-100425,C-1024,P-02,2026-07-01,2026-07-03,319.75,EUR,Card payment,Operational,319.75,2026-07-03,319.75,2026-07-03,1,1.0,319.75,0.0,0.0,2.0,43.3,False,Matched
TX-100426,C-1069,P-01,2026-07-20,2026-07-22,155.54,USD,Card payment,Operational,155.54,2026-07-22,155.54,2026-07-22,1,0.92,143.1,0.0,0.0,2.0,44.3,False,Matched
TX-100427,C-1085,P-03,2026-07-16,2026-07-17,158.53,USD,Transfer,Consumer,158.53,2026-07-17,158.53,2026-07-17,1,0.92,145.85,0.0,0.0,1.0,48.0,False,Matched
TX-100428,C-1097,P-03,2026-07-01,2026-07-02,296.56,EUR,Refund,Consumer,296.56,2026-07-02,296.56,2026-07-02,1,1.0,296.56,0.0,0.0,1.0,48.3,False,Matched
TX-100429,C-1098,P-01,2026-07-06,2026-07-08,244.08,EUR,Card payment,PSD2,244.08,2026-07-08,244.08,2026-07-08,1,1.0,244.08,0.0,0.0,2.0,43.9,False,Matched
TX-100430,C-1015,P-02,2026-07-20,2026-07-21,643.16,EUR,Refund,EMIR,643.16,2026-07-21,643.16,2026-07-21,1,1.0,643.16,0.0,0.0,1.0,49.7,False,Matched
TX-100431,C-1063,P-01,2026-07-14,2026-07-16,674.19,EUR,Transfer,Consumer,674.19,2026-07-16,674.19,2026-07-16,1,1.0,674.19,0.0,0.0,2.0,50.0,False,Matched
TX-100432,C-1054,P-02,2026-07-13,2026-07-15,383.83,USD,Refund,Consumer,383.83,2026-07-15,383.83,2026-07-15,1,0.92,353.12,0.0,0.0,2.0,43.8,False,Matched
TX-100433,C-1076,P-03,2026-07-15,2026-07-17,321.97,EUR,Card payment,PSD2,321.97,2026-07-17,321.97,2026-07-17,1,1.0,321.97,0.0,0.0,2.0,45.1,False,Matched
TX-100434,C-1029,P-01,2026-07-07,2026-07-09,304.41,EUR,Transfer,PSD2,304.41,2026-07-09,304.41,2026-07-09,1,1.0,304.41,0.0,0.0,2.0,43.1,False,Matched
TX-100435,C-1062,P-02,2026-07-07,2026-07-09,93.14,EUR,Card payment,EMIR,93.14,2026-07-09,93.14,2026-07-09,1,1.0,93.14,0.0,0.0,2.0,48.4,False,Matched
TX-100436,C-1102,P-03,2026-07-12,2026-07-14,138.81,GBP,Refund,EMIR,138.81,2026-07-14,138.81,2026-07-14,1,1.18,163.8,0.0,0.0,2.0,45.5,False,Matched
TX-100437,C-1052,P-02,2026-07-10,2026-07-11,178.21,EUR,Card payment,EMIR,178.21,2026-07-11,178.21,2026-07-11,1,1.0,178.21,0.0,0.0,1.0,44.4,False,Matched
TX-100438,C-1057,P-02,2026-07-07,2026-07-09,257.67,GBP,Transfer,Operational,257.67,2026-07-09,257.67,2026-07-09,1,1.18,304.05,0.0,0.0,2.0,43.1,False,Matched
TX-100439,C-1106,P-03,2026-07-04,2026-07-05,421.76,EUR,Refund,EMIR,421.76,2026-07-05,421.76,2026-07-05,1,1.0,421.76,0.0,0.0,1.0,48.2,False,Matched
TX-100440,C-1102,P-01,2026-07-07,2026-07-09,308.48,USD,Transfer,PSD2,308.48,2026-07-09,308.48,2026-07-09,1,0.92,283.8,0.0,0.0,2.0,42.4,False,Matched
TX-100441,C-1093,P-03,2026-07-09,2026-07-11,429.26,EUR,Card payment,Operational,429.26,2026-07-11,429.26,2026-07-11,1,1.0,429.26,0.0,0.0,2.0,47.3,False,Matched
TX-100442,C-1085,P-01,2026-07-03,2026-07-05,147.73,GBP,Transfer,Consumer,147.73,2026-07-05,147.73,2026-07-05,1,1.18,174.32,0.0,0.0,2.0,43.2,False,Matched
TX-100443,C-1015,P-01,2026-07-15,2026-07-17,1495.58,EUR,Transfer,Operational,1495.58,2026-07-17,1495.58,2026-07-17,1,1.0,1495.58,0.0,0.0,2.0,69.1,True,Matched
TX-100444,C-1049,P-02,2026-07-10,2026-07-11,324.67,USD,Transfer,PSD2,324.67,2026-07-11,324.67,2026-07-29,1,0.92,298.7,0.0,0.0,1.0,44.0,False,Matched
TX-100445,C-1117,P-02,2026-07-13,2026-07-14,398.12,GBP,Transfer,PSD2,398.12,2026-07-14,398.12,2026-07-14,1,1.18,469.78,0.0,0.0,1.0,47.1,False,Matched
TX-100446,C-1119,P-02,2026-07-15,2026-07-16,449.76,EUR,Transfer,Consumer,449.76,2026-07-16,449.76,2026-07-16,1,1.0,449.76,0.0,0.0,1.0,46.6,False,Matched
TX-100447,C-1057,P-01,2026-07-09,2026-07-10,581.39,EUR,Transfer,Consumer,581.39,2026-07-10,581.39,2026-07-10,1,1.0,581.39,0.0,0.0,1.0,50.3,False,Matched
TX-100448,C-1073,P-01,2026-07-18,2026-07-20,153.54,EUR,Transfer,PSD2,153.54,2026-07-20,153.54,2026-07-20,1,1.0,153.54,0.0,0.0,2.0,43.9,False,Matched
TX-100449,C-1008,P-01,2026-07-20,2026-07-22,447.95,EUR,Card payment,EMIR,447.95,2026-07-22,447.95,2026-07-22,1,1.0,447.95,0.0,0.0,2.0,48.2,False,Matched
TX-100450,C-1031,P-02,2026-07-07,2026-07-08,305.3,USD,Refund,EMIR,305.3,2026-07-08,305.3,2026-07-08,1,0.92,280.88,0.0,0.0,1.0,43.6,False,Matched
TX-100451,C-1090,P-03,2026-07-12,2026-07-13,147.11,EUR,Refund,PSD2,147.11,2026-07-13,147.11,2026-07-13,1,1.0,147.11,0.0,0.0,1.0,48.0,False,Matched
TX-100452,C-1032,P-03,2026-07-05,2026-07-07,161.56,EUR,Refund,PSD2,161.56,2026-07-07,161.56,2026-07-07,1,1.0,161.56,0.0,0.0,2.0,45.8,False,Matched
TX-100453,C-1051,P-01,2026-07-09,2026-07-11,784.96,GBP,Transfer,EMIR,784.96,2026-07-11,784.96,2026-07-11,1,1.18,926.25,0.0,0.0,2.0,58.3,True,Matched
TX-100454,C-1028,P-03,2026-07-05,2026-07-06,378.29,EUR,Transfer,Consumer,378.29,2026-07-06,378.29,2026-07-06,1,1.0,378.29,0.0,0.0,1.0,48.0,False,Matched
TX-100455,C-1065,P-01,2026-07-20,2026-07-22,178.39,USD,Refund,Consumer,178.39,2026-07-22,178.39,2026-07-22,1,0.92,164.12,0.0,0.0,2.0,43.5,False,Matched
TX-100456,C-1092,P-03,2026-07-12,2026-07-14,235.67,EUR,Refund,Operational,235.67,2026-07-14,235.67,2026-07-14,1,1.0,235.67,0.0,0.0,2.0,45.8,False,Matched
TX-100457,C-1039,P-01,2026-07-03,2026-07-04,432.25,EUR,Refund,Operational,432.25,2026-07-04,432.25,2026-07-04,1,1.0,432.25,0.0,0.0,1.0,47.6,False,Matched
TX-100458,C-1070,P-01,2026-07-04,2026-07-06,354.77,EUR,Refund,PSD2,354.77,2026-07-06,354.77,2026-07-06,1,1.0,354.77,0.0,0.0,2.0,44.5,False,Matched
TX-100459,C-1074,P-02,2026-07-18,2026-07-19,356.22,EUR,Refund,Consumer,356.22,2026-07-19,356.22,2026-07-19,1,1.0,356.22,0.0,0.0,1.0,44.5,False,Matched
TX-100460,C-1068,P-02,2026-07-03,2026-07-05,265.35,EUR,Refund,Operational,265.35,2026-07-05,265.35,2026-07-05,1,1.0,265.35,0.0,0.0,2.0,43.8,False,Matched
TX-100461,C-1092,P-02,2026-07-07,2026-07-09,252.1,GBP,Card payment,PSD2,252.1,2026-07-09,252.1,2026-07-09,1,1.18,297.48,0.0,0.0,2.0,43.0,False,Matched
TX-100462,C-1074,P-02,2026-07-12,2026-07-13,247.17,GBP,Refund,Operational,247.17,2026-07-13,247.17,2026-07-13,1,1.18,291.66,0.0,0.0,1.0,43.8,False,Matched
TX-100463,C-1106,P-01,2026-07-02,2026-07-03,218.7,EUR,Card payment,PSD2,218.7,2026-07-03,218.7,2026-07-03,1,1.0,218.7,0.0,0.0,1.0,43.3,False,Matched
TX-100464,C-1026,P-01,2026-07-20,2026-07-21,552.52,USD,Card payment,EMIR,552.52,2026-07-21,552.52,2026-07-21,1,0.92,508.32,0.0,0.0,1.0,48.2,False,Matched
TX-100465,C-1036,P-03,2026-07-20,2026-07-22,423.57,EUR,Card payment,Operational,423.57,2026-07-28,423.57,2026-07-22,1,1.0,423.57,0.0,0.0,8.0,68.3,True,Matched
TX-100466,C-1104,P-01,2026-07-21,2026-07-22,70.22,EUR,Refund,Consumer,70.22,2026-07-22,70.22,2026-07-22,1,1.0,70.22,0.0,0.0,1.0,52.6,False,Matched
TX-100467,C-1018,P-03,2026-07-23,2026-07-25,293.83,EUR,Transfer,EMIR,293.83,2026-07-25,293.83,2026-07-25,1,1.0,293.83,0.0,0.0,2.0,45.3,False,Matched
TX-100468,C-1064,P-01,2026-07-22,2026-07-24,150.48,EUR,Card payment,PSD2,150.48,2026-07-24,150.48,2026-07-24,1,1.0,150.48,0.0,0.0,2.0,44.1,False,Matched
TX-100469,C-1048,P-03,2026-07-05,2026-07-06,806.62,USD,Refund,Consumer,806.62,2026-07-06,806.62,2026-07-06,1,0.92,742.09,0.0,0.0,1.0,55.9,False,Matched
TX-100470,C-1024,P-01,2026-07-22,2026-07-24,384.34,EUR,Card payment,PSD2,384.34,2026-07-24,384.34,2026-07-24,1,1.0,384.34,0.0,0.0,2.0,45.4,False,Matched
TX-100471,C-1118,P-02,2026-07-06,2026-07-08,284.15,EUR,Refund,Operational,284.15,2026-07-08,284.15,2026-07-08,1,1.0,284.15,0.0,0.0,2.0,43.4,False,Matched
TX-100472,C-1043,P-01,2026-07-01,2026-07-03,229.22,USD,Refund,Consumer,229.22,2026-07-03,229.22,2026-07-03,1,0.92,210.88,0.0,0.0,2.0,43.2,False,Matched
TX-100473,C-1100,P-02,2026-07-17,2026-07-19,163.41,EUR,Refund,PSD2,163.41,2026-07-19,163.41,2026-07-19,1,1.0,163.41,0.0,0.0,2.0,44.4,False,Matched
TX-100474,C-1084,P-02,2026-07-02,2026-07-04,341.15,USD,Transfer,Consumer,341.15,2026-07-04,341.15,2026-07-04,1,0.92,313.86,0.0,0.0,2.0,43.1,False,Matched
TX-100475,C-1117,P-01,2026-07-08,2026-07-10,753.51,USD,Card payment,Consumer,753.51,2026-07-10,753.51,2026-07-10,1,0.92,693.23,0.0,0.0,2.0,50.1,False,Matched
TX-100476,C-1076,P-02,2026-07-23,2026-07-24,171.78,GBP,Refund,Consumer,171.78,2026-07-24,171.78,2026-07-24,1,1.18,202.7,0.0,0.0,1.0,43.4,False,Matched
TX-100477,C-1020,P-01,2026-07-12,2026-07-14,563.78,USD,Transfer,Consumer,563.78,2026-07-14,563.78,2026-07-14,1,0.92,518.68,0.0,0.0,2.0,47.6,False,Matched
TX-100478,C-1065,P-01,2026-07-04,2026-07-05,891.6,EUR,Transfer,Operational,891.6,2026-07-05,891.6,2026-07-05,1,1.0,891.6,0.0,0.0,1.0,57.7,True,Matched
TX-100479,C-1028,P-01,2026-07-23,2026-07-25,170.57,EUR,Card payment,Operational,170.57,2026-07-25,170.57,2026-07-25,1,1.0,170.57,0.0,0.0,2.0,43.2,False,Matched
TX-100480,C-1040,P-01,2026-07-22,2026-07-24,353.01,GBP,Card payment,EMIR,353.01,2026-07-24,353.01,2026-07-24,1,1.18,416.55,0.0,0.0,2.0,47.1,False,Matched
TX-100481,C-1043,P-03,2026-07-06,2026-07-07,3529.3,EUR,Transfer,Consumer,3529.3,2026-07-07,3529.3,2026-07-07,1,1.0,3529.3,0.0,0.0,1.0,76.5,True,Matched
TX-100482,C-1029,P-02,2026-07-01,2026-07-02,192.04,EUR,Transfer,PSD2,192.04,2026-07-02,192.04,2026-07-02,1,1.0,192.04,0.0,0.0,1.0,43.5,False,Matched
TX-100483,C-1038,P-01,2026-07-11,2026-07-12,235.12,GBP,Transfer,Operational,235.12,2026-07-12,235.12,2026-07-12,1,1.18,277.44,0.0,0.0,1.0,43.7,False,Matched
TX-100484,C-1071,P-01,2026-07-07,2026-07-09,781.29,USD,Transfer,EMIR,781.29,2026-07-09,781.29,2026-07-09,1,0.92,718.79,0.0,0.0,2.0,50.7,False,Matched
TX-100485,C-1055,P-03,2026-07-17,2026-07-19,168.1,EUR,Refund,Consumer,168.1,2026-07-19,168.1,2026-07-19,1,1.0,168.1,0.0,0.0,2.0,45.4,False,Matched
TX-100486,C-1110,P-02,2026-07-12,2026-07-13,195.48,GBP,Transfer,Operational,195.48,2026-07-13,195.48,2026-07-13,1,1.18,230.67,0.0,0.0,1.0,43.4,False,Matched
TX-100487,C-1025,P-03,2026-07-03,2026-07-04,228.54,USD,Card payment,Operational,228.54,2026-07-04,228.54,2026-07-04,1,0.92,210.26,0.0,0.0,1.0,47.3,False,Matched
TX-100488,C-1085,P-03,2026-07-19,2026-07-21,1671.56,EUR,Transfer,Operational,1671.56,2026-07-21,1671.56,2026-07-21,1,1.0,1671.56,0.0,0.0,2.0,70.0,True,Matched
TX-100489,C-1106,P-03,2026-07-14,2026-07-16,263.26,GBP,Transfer,Consumer,263.26,2026-07-16,263.26,2026-07-16,1,1.18,310.65,0.0,0.0,2.0,45.1,False,Matched
TX-100490,C-1074,P-03,2026-07-05,2026-07-06,184.68,EUR,Refund,PSD2,184.68,2026-07-06,184.68,2026-07-06,1,1.0,184.68,0.0,0.0,1.0,47.6,False,Matched
TX-100491,C-1039,P-03,2026-07-05,2026-07-07,256.7,EUR,Card payment,Operational,256.7,2026-07-07,256.7,2026-07-07,1,1.0,256.7,0.0,0.0,2.0,45.3,False,Matched
TX-100492,C-1067,P-02,2026-07-02,2026-07-04,253.87,USD,Card payment,EMIR,253.87,2026-07-04,253.87,2026-07-04,1,0.92,233.56,0.0,0.0,2.0,44.1,False,Matched
TX-100493,C-1083,P-02,2026-07-13,2026-07-14,436.3,EUR,Transfer,Operational,436.3,2026-07-14,436.3,2026-07-14,1,1.0,436.3,0.0,0.0,1.0,46.4,False,Matched
TX-100494,C-1012,P-03,2026-07-05,2026-07-07,347.13,EUR,Transfer,PSD2,347.13,2026-07-07,347.13,2026-07-07,1,1.0,347.13,0.0,0.0,2.0,45.3,False,Matched
TX-100495,C-1113,P-02,2026-07-08,2026-07-09,277.89,USD,Refund,EMIR,277.89,2026-07-09,277.89,2026-07-09,1,0.92,255.66,0.0,0.0,1.0,43.5,False,Matched
TX-100496,C-1109,P-02,2026-07-20,2026-07-22,442.19,EUR,Transfer,Consumer,442.19,2026-07-22,442.19,2026-07-22,1,1.0,442.19,0.0,0.0,2.0,46.5,False,Matched
TX-100497,C-1091,P-03,2026-07-01,2026-07-02,116.56,EUR,Transfer,EMIR,116.56,2026-07-02,116.56,2026-07-02,1,1.0,116.56,0.0,0.0,1.0,48.2,False,Matched
TX-100498,C-1084,P-03,2026-07-21,2026-07-22,259.15,GBP,Transfer,PSD2,259.15,2026-07-22,259.15,2026-07-22,1,1.18,305.8,0.0,0.0,1.0,48.5,False,Matched
TX-100499,C-1060,P-02,2026-07-18,2026-07-20,488.36,EUR,Transfer,Consumer,488.36,2026-07-20,488.36,2026-07-20,1,1.0,488.36,0.0,0.0,2.0,48.0,False,Matched
TX-100500,C-1094,P-01,2026-07-19,2026-07-21,167.63,EUR,Card payment,Operational,167.63,2026-07-21,167.63,2026-07-21,1,1.0,167.63,0.0,0.0,2.0,43.2,False,Matched
TX-100501,C-1079,P-03,2026-07-01,2026-07-03,125.08,EUR,Refund,EMIR,,,125.08,2026-07-03,0,1.0,125.08,,0.0,,66.2,True,Unmatched
TX-100502,C-1082,P-02,2026-07-06,2026-07-08,158.38,EUR,Card payment,EMIR,158.38,2026-07-08,158.38,2026-07-08,1,1.0,158.38,0.0,0.0,2.0,44.8,False,Matched
TX-100503,C-1112,P-03,2026-07-18,2026-07-19,132.9,EUR,Refund,Consumer,132.9,2026-07-19,132.9,2026-07-19,1,1.0,132.9,0.0,0.0,1.0,48.3,False,Matched
TX-100504,C-1013,P-01,2026-07-03,2026-07-04,701.02,EUR,Transfer,Operational,701.02,2026-07-04,701.02,2026-07-04,1,1.0,701.02,0.0,0.0,1.0,51.6,False,Matched
TX-100505,C-1091,P-02,2026-07-03,2026-07-04,333.17,USD,Transfer,Operational,333.17,2026-07-04,333.17,2026-07-04,1,0.92,306.52,0.0,0.0,1.0,44.1,False,Matched
TX-100506,C-1010,P-03,2026-07-22,2026-07-23,194.68,EUR,Refund,PSD2,194.68,2026-07-23,194.68,2026-07-23,1,1.0,194.68,0.0,0.0,1.0,47.2,False,Matched
TX-100507,C-1096,P-01,2026-07-05,2026-07-07,423.64,EUR,Refund,EMIR,423.64,2026-07-07,423.64,2026-07-07,1,1.0,423.64,0.0,0.0,2.0,47.5,False,Matched
TX-100508,C-1017,P-01,2026-07-07,2026-07-09,818.91,USD,Refund,Operational,818.91,2026-07-09,818.91,2026-07-09,1,0.92,753.4,0.0,0.0,2.0,52.3,False,Matched
TX-100509,C-1071,P-02,2026-07-01,2026-07-02,57.59,USD,Transfer,Consumer,57.59,2026-07-02,57.59,2026-07-02,1,0.92,52.98,0.0,0.0,1.0,53.8,False,Matched
TX-100510,C-1056,P-02,2026-07-17,2026-07-19,228.72,EUR,Refund,Operational,228.72,2026-07-19,228.72,2026-07-19,1,1.0,228.72,0.0,0.0,2.0,44.2,False,Matched
TX-100511,C-1074,P-02,2026-07-01,2026-07-02,62.58,EUR,Refund,EMIR,62.58,2026-07-02,62.58,2026-07-02,1,1.0,62.58,0.0,0.0,1.0,53.2,False,Matched
TX-100512,C-1064,P-01,2026-07-06,2026-07-07,687.93,GBP,Transfer,Operational,687.93,2026-07-07,687.93,2026-07-07,1,1.18,811.76,0.0,0.0,1.0,54.1,False,Matched
TX-100513,C-1037,P-01,2026-07-14,2026-07-16,206.05,EUR,Transfer,Operational,206.05,2026-07-16,206.05,2026-07-16,1,1.0,206.05,0.0,0.0,2.0,43.4,False,Matched
TX-100514,C-1068,P-03,2026-07-01,2026-07-02,217.3,EUR,Refund,Operational,217.3,2026-07-02,217.3,2026-07-02,1,1.0,217.3,0.0,0.0,1.0,47.5,False,Matched
TX-100515,C-1049,P-03,2026-07-17,2026-07-19,284.94,EUR,Card payment,Consumer,284.94,2026-07-19,284.94,2026-07-19,1,1.0,284.94,0.0,0.0,2.0,45.0,False,Matched
TX-100516,C-1042,P-02,2026-07-15,2026-07-16,583.66,EUR,Refund,PSD2,583.66,2026-07-16,583.66,2026-07-16,1,1.0,583.66,0.0,0.0,1.0,49.6,False,Matched
TX-100517,C-1084,P-01,2026-07-09,2026-07-10,471.67,GBP,Refund,Operational,471.67,2026-07-10,471.67,2026-07-10,1,1.18,556.57,0.0,0.0,1.0,50.0,False,Matched
TX-100518,C-1109,P-01,2026-07-16,2026-07-18,523.37,GBP,Transfer,Operational,523.37,2026-07-18,523.37,2026-07-18,1,1.18,617.58,0.0,0.0,2.0,49.0,False,Matched
TX-100519,C-1038,P-02,2026-07-03,2026-07-04,390.9,USD,Refund,Operational,390.9,2026-07-04,390.9,2026-07-04,1,0.92,359.63,0.0,0.0,1.0,44.4,False,Matched
TX-100520,C-1114,P-01,2026-07-03,2026-07-04,195.97,EUR,Transfer,EMIR,195.97,2026-07-04,195.97,2026-07-04,1,1.0,195.97,0.0,0.0,1.0,43.3,False,Matched
TX-100521,C-1120,P-01,2026-07-10,2026-07-11,281.63,EUR,Card payment,EMIR,281.63,2026-07-11,281.63,2026-07-11,1,1.0,281.63,0.0,0.0,1.0,43.5,False,Matched
TX-100522,C-1030,P-02,2026-07-16,2026-07-17,264.91,EUR,Card payment,Consumer,264.91,2026-07-17,264.91,2026-07-17,1,1.0,264.91,0.0,0.0,1.0,43.5,False,Matched
TX-100523,C-1053,P-02,2026-07-23,2026-07-25,165.67,EUR,Transfer,PSD2,165.67,2026-07-25,165.67,2026-07-25,1,1.0,165.67,0.0,0.0,2.0,44.3,False,Matched
TX-100524,C-1069,P-01,2026-07-18,2026-07-19,289.97,EUR,Card payment,Consumer,289.97,2026-07-19,289.97,2026-07-19,1,1.0,289.97,0.0,0.0,1.0,43.5,False,Matched
TX-100525,C-1008,P-01,2026-07-21,2026-07-23,158.71,USD,Transfer,PSD2,158.71,2026-07-23,158.71,2026-07-23,1,0.92,146.01,0.0,0.0,2.0,44.2,False,Matched
TX-100526,C-1022,P-02,2026-07-11,2026-07-12,216.57,EUR,Refund,EMIR,216.57,2026-07-12,216.57,2026-07-12,1,1.0,216.57,0.0,0.0,1.0,43.7,False,Matched
TX-100527,C-1054,P-02,2026-07-09,2026-07-11,458.85,EUR,Refund,EMIR,458.85,2026-07-11,458.85,2026-07-11,1,1.0,458.85,0.0,0.0,2.0,47.1,False,Matched
TX-100528,C-1050,P-02,2026-07-08,2026-07-09,99.05,GBP,Refund,Operational,99.05,2026-07-09,99.05,2026-07-09,1,1.18,116.88,0.0,0.0,1.0,47.1,False,Matched
TX-100529,C-1002,P-02,2026-07-16,2026-07-18,422.95,EUR,Refund,Operational,422.95,2026-07-18,422.95,2026-07-18,1,1.0,422.95,0.0,0.0,2.0,46.5,False,Matched
TX-100530,C-1026,P-01,2026-07-08,2026-07-10,518.31,USD,Refund,PSD2,518.31,2026-07-10,518.31,2026-07-10,1,0.92,476.85,0.0,0.0,2.0,47.8,False,Matched
TX-100531,C-1004,P-03,2026-07-13,2026-07-14,442.13,EUR,Transfer,EMIR,442.13,2026-07-14,442.13,2026-07-14,1,1.0,442.13,0.0,0.0,1.0,48.1,False,Matched
TX-100532,C-1098,P-02,2026-07-18,2026-07-19,366.5,EUR,Card payment,Consumer,366.5,2026-07-19,366.5,2026-07-19,1,1.0,366.5,0.0,0.0,1.0,44.5,False,Matched
TX-100533,C-1050,P-02,2026-07-07,2026-07-08,322.33,USD,Card payment,PSD2,322.33,2026-07-08,322.33,2026-07-08,1,0.92,296.54,0.0,0.0,1.0,43.7,False,Matched
TX-100534,C-1086,P-02,2026-07-14,2026-07-16,109.57,EUR,Refund,Operational,109.57,2026-07-16,109.57,2026-07-16,1,1.0,109.57,0.0,0.0,2.0,47.5,False,Matched
TX-100535,C-1062,P-03,2026-07-04,2026-07-05,484.32,USD,Card payment,EMIR,484.32,2026-07-05,484.32,2026-07-05,1,0.92,445.57,0.0,0.0,1.0,48.2,False,Matched
TX-100536,C-1106,P-02,2026-07-01,2026-07-03,145.71,EUR,Refund,EMIR,145.71,2026-07-03,145.71,2026-07-03,1,1.0,145.71,0.0,0.0,2.0,45.9,False,Matched
TX-100537,C-1064,P-02,2026-07-04,2026-07-06,105.89,GBP,Refund,Consumer,105.89,2026-07-06,105.89,2026-07-06,1,1.18,124.95,0.0,0.0,2.0,46.9,False,Matched
TX-100538,C-1058,P-01,2026-07-14,2026-07-15,517.18,EUR,Card payment,EMIR,517.18,2026-07-15,517.18,2026-07-15,1,1.0,517.18,0.0,0.0,1.0,48.3,False,Matched
TX-100539,C-1085,P-01,2026-07-22,2026-07-24,760.04,EUR,Card payment,Consumer,760.04,2026-07-24,760.04,2026-07-24,1,1.0,760.04,0.0,0.0,2.0,52.4,False,Matched
TX-100540,C-1111,P-01,2026-07-21,2026-07-22,345.11,GBP,Refund,PSD2,345.11,2026-07-22,345.11,2026-07-22,1,1.18,407.23,0.0,0.0,1.0,46.8,False,Matched
TX-100541,C-1118,P-02,2026-07-02,2026-07-03,155.79,USD,Card payment,Consumer,155.79,2026-07-03,155.79,2026-07-03,1,0.92,143.33,0.0,0.0,1.0,45.5,False,Matched
TX-100542,C-1058,P-01,2026-07-21,2026-07-23,807.5,GBP,Card payment,PSD2,807.5,2026-07-23,807.5,2026-07-23,1,1.18,952.85,0.0,0.0,2.0,58.7,True,Matched
TX-100543,C-1014,P-01,2026-07-12,2026-07-14,795.65,EUR,Refund,Operational,795.65,2026-07-14,795.65,2026-07-14,1,1.0,795.65,0.0,0.0,2.0,54.2,False,Matched
TX-100544,C-1024,P-03,2026-07-14,2026-07-15,105.51,EUR,Transfer,EMIR,105.51,2026-07-15,105.51,2026-07-15,1,1.0,105.51,0.0,0.0,1.0,48.5,False,Matched
TX-100545,C-1101,P-02,2026-07-19,2026-07-21,319.22,GBP,Transfer,Consumer,319.22,2026-07-21,319.22,2026-07-21,1,1.18,376.68,0.0,0.0,2.0,44.6,False,Matched
TX-100546,C-1014,P-02,2026-07-12,2026-07-14,219.65,GBP,Card payment,Operational,219.65,2026-07-14,219.65,2026-07-14,1,1.18,259.19,0.0,0.0,2.0,44.0,False,Matched
TX-100547,C-1069,P-01,2026-07-05,2026-07-07,381.14,EUR,Transfer,PSD2,381.14,2026-07-07,381.14,2026-07-07,1,1.0,381.14,0.0,0.0,2.0,45.1,False,Matched
TX-100548,C-1119,P-01,2026-07-01,2026-07-02,230.42,EUR,Transfer,PSD2,230.42,2026-07-02,230.42,2026-07-02,1,1.0,230.42,0.0,0.0,1.0,43.0,False,Matched
TX-100549,C-1120,P-02,2026-07-16,2026-07-17,538.62,USD,Transfer,EMIR,538.62,2026-07-17,538.62,2026-07-17,1,0.92,495.53,0.0,0.0,1.0,47.6,False,Matched
